condition1	condition1
0.1611461649748164	0.16641911206282575
0.15618782143712975	0.1576297774438023
0.1626336680361224	0.17393630614488528
0.16486492262808142	0.16977293711482155
0.17093889346174754	0.17833097345439702
0.17093889346174754	0.1700042353942695
0.17031910051953672	0.17960311399136095
0.1744097339381282	0.1752084466818492
0.1659805499240609	0.1685007965778576
0.16808784592757772	0.17277981474764537
0.17862432594516187	0.16954163883537357
0.17862432594516187	0.1750927975421252
0.17577327841099202	0.18526992183783658
0.18048370477179437	0.18550122011728457
0.17837640876827754	0.18584816753645655
0.18717746854767137	0.1849229744186646
0.18011182900646788	0.17867792087356899
0.17924411888737268	0.18284128990363274
0.18135141489088952	0.18388213216114865
0.18246704218686902	0.18665771151452448
0.18866497160897736	0.18746725549259244
0.18903684737430385	0.19151497538293222
0.18940872313963034	0.19429055473630802
0.18940872313963034	0.1897802382870723
0.1892847645511882	0.18897069430900437
0.1959785283270652	0.1934810107582401
0.19498685961952783	0.1916306245226562
0.19523477679641218	0.19752873064857984
0.2014327062185205	0.1996104151636117
0.19709415562304466	0.20504592473063937
0.19858165868435068	0.20134515225947158
0.19337539796977968	0.19625659011161592
0.201060830453194	0.19614094097189191
0.195854569738623	0.2044676790320194
0.20428375375269034	0.2074745566648432
0.2065150083446493	0.21776733010027857
0.20564729822555416	0.20863104806208313
0.20639104975620717	0.20666501268677526
0.2021764577491735	0.20331118763477948
0.204779588106459	0.2028485910758835
0.2066389669330915	0.20550852128953534
0.2117212690592203	0.21533869816607473
0.21556398530092746	0.21556999644552272
0.21816711565821298	0.2078215040840152
0.2228775420190153	0.2221619974097903
0.22238170766524665	0.20920929376070313
0.22039837025017198	0.22701926127819802
0.22535671378785863	0.2174203826811066
0.22448900366876348	0.22678796299875
0.2269681754376068	0.2287539983740579
0.2225056662536888	0.22459062934399415
0.22610046531851163	0.2210055060125504
0.22225774907680446	0.21661083870303866
0.218910867188866	0.22482192762344214
0.24729738394212208	0.23465210449998156
0.23787653122051744	0.23569294675749747
0.2424629989928776	0.23303301654384564
0.23638902815921145	0.24332578997928103
0.24258695758131976	0.2389311226697693
0.2324223533290621	0.23499905191915352
0.24382654346574142	0.23569294675749747
0.24184320605066675	0.23765898213280537
0.2380004898089596	0.2402032632067332
0.24370258487729926	0.24135975460397313
0.2448182121732788	0.24263189514093703
0.24903280418031243	0.24321014083955703
0.2409754959315716	0.23569294675749747
0.23862028275117042	0.23789028041225335
0.2439505020541836	0.2525777211572004
0.24965259712252327	0.24563877277376084
0.2448182121732788	0.24922389610520465
0.25448698207176773	0.24540747449431288
0.24134737169689813	0.2403189123464572
0.24816509406121726	0.23869982439032128
0.23998382722403427	0.23684943815473739
0.24791717688433293	0.24286319342038504
0.25758594678282193	0.24436663223679692
0.2465536324114691	0.2632174420118078
0.25758594678282193	0.2537342125544404
0.2622963731436242	0.25824452900367606
0.2644036691471411	0.24332578997928103
0.2503963486531762	0.24725786072989678
0.2580817811365906	0.2485300012668607
0.25783386395970626	0.2511899314805125
0.25746198819437977	0.25165252803940846
0.25312343759890393	0.24610136933265683
0.24209112322755108	0.2419380003025931
0.2187869086004238	0.20978753945932307
0.2217619147230358	0.21221617139352694
0.23031505732554527	0.22967919149184984
0.26167658020141343	0.24425098309707297
0.2660151307968892	0.2607888100776039
0.21977857730796113	0.20828410064291117
0.24568592229237393	0.2404345614861812
0.268866178331059	0.2652991265268397
0.2839891261210034	0.27975526899233877
0.20713480128686018	0.19752873064857984
0.1551961527295924	0.14710570572891896
0.2088702215250505	0.20227034537726354
0.25064426583006055	0.2337269113821896
0.30543396192149813	0.29698699081121366
0.29997978403004283	0.29617744683314573
0.23043901591398747	0.22817575267543794
0.19982124456877232	0.1896645891473483
0.15098156072255875	0.14525531949333503
0.21457231659339013	0.19926346774443973
0.29960790826471634	0.28264649748543863
0.2733286875149771	0.2661086705049076
0.23428173215569462	0.2257471207412341
0.21085355894012517	0.19891652032526774
0.2516359345375979	0.24633266761210484
0.23700882110142227	0.23777463127252935
0.23490152509790546	0.22297154138785827
0.21097751752856733	0.20458332817174338
0.21258897917831548	0.2190394706372425
0.23403381497881026	0.22297154138785827
0.25188385171448224	0.24124410546424913
0.24717342535367992	0.2506116857818926
0.2641557519702567	0.26044186265843194
0.24568592229237393	0.25847582728312407
0.25027239006473406	0.24806740470796473
0.25411510630644124	0.25234642287775244
0.2641557519702567	0.260210564378984
0.2560984437215159	0.2614827049159479
0.26068491149387607	0.25905407298174404
0.2538671891295569	0.25685673932698816
0.25114010018382926	0.24806740470796473
0.24556196370393174	0.2448292287956929
0.23787653122051744	0.23719638557390937
0.24134737169689813	0.24344143911900498
0.24010778581247644	0.24991779094354857
0.24729738394212208	0.24737350986962073
0.24457029499639443	0.24621701847238084
0.24370258487729926	0.2484143521271367
0.2624203317320664	0.2485300012668607
0.2510161415953871	0.24413533395734896
0.24159528887378245	0.23719638557390937
0.24333070911197277	0.24332578997928103
0.23713277968986446	0.24876129954630866
0.24593383946925826	0.23777463127252935
0.23589319380544277	0.2304887354699178
0.22238170766524665	0.22701926127819802
0.2314306846215248	0.22678796299875
0.23031505732554527	0.2288696475137819
0.22895151285268145	0.22690361213847401
0.226348382495396	0.2384685261108733
0.22362129354966828	0.22493757676316614
0.22820776132202844	0.21892382149751852
0.2172994055391178	0.22262459396868628
0.2217619147230358	0.22366543622620222
0.21618377824313834	0.22482192762344214
0.2200264944848455	0.21649518956331465
0.226348382495396	0.21672648784276266
0.2239931693149948	0.22470627848371816
0.22709213402604894	0.21776733010027857
0.21717544695067564	0.20504592473063937
0.212217103412989	0.21464480332773075
0.20862230434816614	0.21291006623187086
0.20750667705218664	0.21360396107021484
0.20614313257932282	0.20365813505395144
0.196598321269276	0.20169209967864357
0.198085824330582	0.21545434730579874
0.20354000222203733	0.20701196010594725
0.20626709116776498	0.20539287214981133
0.19833374150746635	0.21395090848938683
0.20267229210294216	0.2029642402156075
0.20577125681399633	0.20678066182649926
