DKO	Prdm1KO
0.26179135777335605	0.21486401960498766
0.43382567859584714	0.2832298440247565
0.321629382407266	0.2734632976790752
0.2767508639318335	0.2539302049877127
0.2991901231695498	0.31252948306180023
0.3291091354865047	0.302762936716119
0.351548394724221	0.23439711229635016
0.321629382407266	0.302762936716119
0.4113864193581309	0.3515956684445253
0.351548394724221	0.31252948306180023
0.321629382407266	0.2441636586420314
0.3590281478034597	0.3320625757531628
0.4188661724373697	0.20509747325930638
0.36650790088269847	0.26369675133339393
0.2842306170110723	0.2539302049877127
0.20943308621868484	0.17579783422226264
0.23187234545640106	0.1855643805679439
0.3291091354865047	0.2929963903704377
0.4263459255166084	0.3222960294074815
0.37398765396193717	0.31252948306180023
0.291710370090311	0.26369675133339393
0.3291091354865047	0.3320625757531628
0.31414962932802726	0.2929963903704377
0.5086232093882347	0.4297280392099753
0.34406864164498224	0.2734632976790752
0.36650790088269847	0.341829122098844
0.3590281478034597	0.2832298440247565
0.37398765396193717	0.3515956684445253
0.321629382407266	0.23439711229635016
0.3291091354865047	0.3320625757531628
0.2991901231695498	0.302762936716119
0.321629382407266	0.2929963903704377
0.34406864164498224	0.2246305659506689
0.31414962932802726	0.2832298440247565
0.37398765396193717	0.39066185382725027
0.3365888885657435	0.43949458555565657
0.3590281478034597	0.302762936716119
0.39642691319965345	0.302762936716119
0.291710370090311	0.2441636586420314
0.4113864193581309	0.2832298440247565
0.4039066662788922	0.3515956684445253
0.36650790088269847	0.36136221479020647
0.351548394724221	0.341829122098844
0.4188661724373697	0.2734632976790752
0.3291091354865047	0.341829122098844
0.4188661724373697	0.4004284001729315
0.321629382407266	0.36136221479020647
0.34406864164498224	0.3515956684445253
0.38146740704117593	0.341829122098844
0.3590281478034597	0.26369675133339393
0.3889471601204147	0.2539302049877127
0.4487851847543246	0.41019494651861277
0.43382567859584714	0.3320625757531628
0.4487851847543246	0.3320625757531628
0.38146740704117593	0.380895307481569
0.4487851847543246	0.4004284001729315
0.5385422217051896	0.4297280392099753
0.47122444399204083	0.2734632976790752
0.3365888885657435	0.302762936716119
0.4188661724373697	0.3515956684445253
0.4113864193581309	0.3222960294074815
0.4039066662788922	0.302762936716119
0.3889471601204147	0.4492611319013378
0.351548394724221	0.302762936716119
0.4562649378335634	0.3222960294074815
0.3590281478034597	0.26369675133339393
0.4263459255166084	0.3222960294074815
0.4487851847543246	0.3222960294074815
0.5086232093882347	0.3222960294074815
0.4562649378335634	0.3222960294074815
0.4562649378335634	0.43949458555565657
0.3590281478034597	0.380895307481569
0.351548394724221	0.2929963903704377
0.36650790088269847	0.39066185382725027
0.3365888885657435	0.41019494651861277
0.4861839501505184	0.2832298440247565
0.37398765396193717	0.341829122098844
0.36650790088269847	0.36136221479020647
0.43382567859584714	0.3515956684445253
0.4936637032297571	0.4199614928642941
0.5011434563089958	0.41019494651861277
0.43382567859584714	0.341829122098844
0.3365888885657435	0.3711287611358878
0.39642691319965345	0.3320625757531628
0.37398765396193717	0.380895307481569
0.3590281478034597	0.2539302049877127
0.43382567859584714	0.4004284001729315
0.37398765396193717	0.380895307481569
0.34406864164498224	0.3711287611358878
0.37398765396193717	0.2539302049877127
0.2767508639318335	0.31252948306180023
0.351548394724221	0.380895307481569
0.321629382407266	0.2441636586420314
0.4039066662788922	0.2246305659506689
0.4113864193581309	0.2929963903704377
0.3066698762487885	0.26369675133339393
0.291710370090311	0.2441636586420314
0.18699382698096859	0.2734632976790752
0.5609814809429059	0.4004284001729315
0.5684612340221445	0.4297280392099753
0.5759409871013833	0.5371600490124692
0.4487851847543246	0.45902767824701907
0.31414962932802726	0.3222960294074815
0.15707481466401363	0.10743200980249383
0.2991901231695498	0.2441636586420314
0.291710370090311	0.17579783422226264
0.24683185161487856	0.2441636586420314
0.34406864164498224	0.2539302049877127
0.291710370090311	0.3222960294074815
0.3590281478034597	0.2734632976790752
0.3291091354865047	0.302762936716119
0.3889471601204147	0.2929963903704377
0.3291091354865047	0.380895307481569
0.4487851847543246	0.2929963903704377
0.4562649378335634	0.341829122098844
0.4263459255166084	0.2832298440247565
0.4113864193581309	0.3320625757531628
0.36650790088269847	0.3711287611358878
0.4936637032297571	0.341829122098844
0.4936637032297571	0.41019494651861277
0.4936637032297571	0.36136221479020647
0.36650790088269847	0.3515956684445253
0.4188661724373697	0.31252948306180023
0.37398765396193717	0.341829122098844
0.36650790088269847	0.4004284001729315
0.3889471601204147	0.302762936716119
0.4188661724373697	0.380895307481569
0.5011434563089958	0.380895307481569
0.47870419707127965	0.4004284001729315
0.47122444399204083	0.4004284001729315
0.37398765396193717	0.39066185382725027
0.4039066662788922	0.3711287611358878
0.38146740704117593	0.302762936716119
0.37398765396193717	0.4492611319013378
0.39642691319965345	0.341829122098844
0.2991901231695498	0.3320625757531628
0.5385422217051896	0.36136221479020647
0.39642691319965345	0.36136221479020647
0.31414962932802726	0.2832298440247565
0.47870419707127965	0.3222960294074815
0.34406864164498224	0.3320625757531628
0.38146740704117593	0.4199614928642941
0.36650790088269847	0.3222960294074815
0.4263459255166084	0.3222960294074815
0.47870419707127965	0.23439711229635016
0.4113864193581309	0.2441636586420314
0.3889471601204147	0.3320625757531628
0.4039066662788922	0.341829122098844
0.36650790088269847	0.2734632976790752
0.3590281478034597	0.2539302049877127
0.4487851847543246	0.3320625757531628
0.4413054316750859	0.41019494651861277
0.4188661724373697	0.2929963903704377
0.3291091354865047	0.3320625757531628
0.36650790088269847	0.26369675133339393
0.2842306170110723	0.23439711229635016
0.321629382407266	0.14649819518521884
0.3291091354865047	0.302762936716119
0.321629382407266	0.31252948306180023
0.4188661724373697	0.2441636586420314
0.34406864164498224	0.23439711229635016
0.2842306170110723	0.2832298440247565
0.3291091354865047	0.2441636586420314
0.2842306170110723	0.341829122098844
0.25431160469411734	0.21486401960498766
0.291710370090311	0.2734632976790752
0.2842306170110723	0.2832298440247565
0.34406864164498224	0.2734632976790752
0.3365888885657435	0.20509747325930638
0.2842306170110723	0.21486401960498766
0.291710370090311	0.2441636586420314
0.24683185161487856	0.19533092691362514
0.34406864164498224	0.2734632976790752
0.2991901231695498	0.31252948306180023
0.31414962932802726	0.19533092691362514
0.2767508639318335	0.2734632976790752
0.31414962932802726	0.19533092691362514
0.39642691319965345	0.2441636586420314
0.36650790088269847	0.20509747325930638
0.31414962932802726	0.2539302049877127
0.2767508639318335	0.17579783422226264
0.34406864164498224	0.302762936716119
0.4113864193581309	0.3222960294074815
0.2842306170110723	0.2246305659506689
0.3066698762487885	0.3222960294074815
0.23187234545640106	0.2539302049877127
0.3291091354865047	0.2832298440247565
0.2991901231695498	0.341829122098844
0.38146740704117593	0.2441636586420314
0.3365888885657435	0.31252948306180023
0.20943308621868484	0.2539302049877127
0.2692711108525948	0.302762936716119
0.2692711108525948	0.2929963903704377
0.3365888885657435	0.2734632976790752
0.321629382407266	0.31252948306180023
0.31414962932802726	0.23439711229635016
0.2767508639318335	0.31252948306180023
0.2991901231695498	0.23439711229635016
0.31414962932802726	0.31252948306180023
0.3291091354865047	0.2441636586420314
