condition1	condition1
0.23196587863995677	0.23919515126738491
0.24279783040618091	0.23615849407356068
0.23189219189324775	0.2330439738747666
0.23594496296224318	0.2345233709691938
0.2417662159522548	0.2399737813170834
0.23903980632402153	0.2485387118637671
0.24692428822188536	0.23615849407356068
0.24080828824503772	0.2430883015158775
0.2425767701660539	0.24363334255066646
0.2505349388106267	0.24448983560533483
0.2463347942482133	0.24511273964509364
0.24832433640935653	0.2468257257544304
0.24920857736986463	0.24573564368485246
0.24486105931403312	0.2485387118637671
0.252966601452024	0.2571815054154207
0.24346101112656202	0.2511860540327421
0.25731411950785543	0.25577997132596336
0.25657725204076537	0.25577997132596336
0.25274554121189696	0.2521204100923803
0.2585667942019086	0.26045175162415446
0.2584931074551996	0.25936166955457657
0.26077739660317883	0.2602181626092449
0.25731411950785543	0.26193114871858164
0.2581983604683636	0.263332682808039
0.2697671797016778	0.2592838065496067
0.2696934929549688	0.26932813419071755
0.2705777339154769	0.275401448578366
0.2656407218859734	0.2745449555236977
0.2656407218859734	0.2716640243398131
0.26394592671166617	0.2662914769968934
0.27020930018193184	0.27727016069764243
0.26932505922142375	0.2685495041410191
0.2690303122345877	0.2741556404988484
0.2768411073857425	0.27065180527520505
0.2754410591982714	0.2852900502095372
0.2791253965337218	0.2750121335535167
0.28465190253689737	0.2866137212940247
0.2800833242409389	0.28809311838845186
0.28524139651056946	0.2841221051349894
0.27846221581334074	0.28731448833875334
0.2859782639776595	0.28170835198092403
0.28325185434942624	0.2898061044977886
0.28767305915196667	0.2882488443983916
0.2856835169908235	0.2965801859301657
0.28465190253689737	0.28840457040833123
0.2869361916848766	0.2961908709053165
0.29518910731628556	0.3014855552432664
0.2922416374479252	0.2946336108059194
0.2976207699576828	0.2974366789848341
0.29356799888868734	0.29689163795004514
0.2928311314215973	0.2986824870643517
0.30469469764174756	0.30740314362097515
0.30012611934578903	0.29961684312398995
0.30417889041478446	0.30109624021841713
0.29835763742477284	0.30709169160109573
0.3011577337997151	0.3073252806160053
0.30521050486871054	0.305378705491759
0.3063158060693457	0.3091939927352817
0.3052841916154196	0.3136321840185633
0.3141266012205005	0.30896040372037215
0.3069053000430178	0.31409936204838235
0.30926327593770603	0.3107512528346788
0.31066332412517716	0.3202505394410007
0.318253059036205	0.313787910028503
0.3130213000198654	0.32258642959009626
0.3139055409803735	0.313787910028503
0.3167793241020248	0.315890211162689
0.32134790239798333	0.32398796367955357
0.31427397471391855	0.3233650596397947
0.3226742638387454	0.31635738919250805
0.3191372999967131	0.3220413885553073
0.32753758912153996	0.32079558047578965
0.32805339634850306	0.3249223197391918
0.33851691438118214	0.3404949207331622
0.34330655291726764	0.33356511329084537
0.3377800469140921	0.3519407824637304
0.3416854444896695	0.34057278373813205
0.346327709532337	0.3485926732500268
0.35067522758816844	0.34563387906117243
0.3427907456903046	0.34563387906117243
0.3377800469140921	0.3464903721158408
0.3347588902990227	0.3422079068424989
0.32945344453597414	0.3213406215105786
0.28730462541842167	0.29471147381088925
0.2763253001587795	0.2719754763596925
0.2686618785010427	0.2707296682801749
0.2567246255341834	0.2516532320625612
0.26600915561951843	0.2615418336937324
0.2898099748065279	0.2959572818904069
0.2978418301978098	0.29977256913392963
0.31250549279290235	0.30888254071540233
0.24242939667263588	0.24737076678921935
0.30476838438845655	0.2992275280991407
0.3430854926771406	0.3339544283156946
0.4231829863498322	0.4204602268372
0.4127931550638621	0.4080800090469936
0.2500928183303727	0.2372485761431386
0.21590216785739305	0.21583624977642935
0.2595984086558347	0.25266545112716926
0.3632019745286998	0.36502176729866553
0.43607816702390856	0.4298037874335823
0.35325426372298374	0.3469575501456598
0.25186130025138886	0.2484608488587973
0.21612322809752008	0.21209882553787646
0.252892914705315	0.2525097251172296
0.41515113095855033	0.40543266687801865
0.4178038538400746	0.4135304193948832
0.33873797462130917	0.33387656531072474
0.29297850491501526	0.29852676105441206
0.24898751712973757	0.24503487664012377
0.31191599881923027	0.3050672534718796
0.2975470832109738	0.2888717484381504
0.28082019170802897	0.2841999681399593
0.26269325201761307	0.2630990937931294
0.25989315564267074	0.257025779405481
0.27109354114243994	0.2656685729571346
0.26026158937621574	0.2667586550267124
0.2814833724284101	0.2834992010952306
0.30955802292454204	0.3186154163366338
0.3349799505391498	0.3376139895492777
0.33608525173978493	0.3454781530512327
0.33763267342067405	0.34267508487231807
0.3457382155586649	0.3485926732500268
0.3475066974796811	0.34298653689219744
0.33807479390092804	0.34477738600650404
0.33439045656547767	0.332163579201388
0.33873797462130917	0.33372083930078505
0.3380011071542191	0.33372083930078505
0.33225354091091647	0.3288933329926542
0.32201108311836435	0.3257009497888903
0.31722144458227886	0.3207177174708198
0.31670563735531576	0.31371004702353317
0.31692669759544284	0.32079558047578965
0.32459011925317965	0.31900473136148305
0.3102948903916321	0.31028407480485964
0.3164845771151888	0.31542303313286985
0.3114738783389763	0.31526730712293016
0.31066332412517716	0.31223064992910593
0.31066332412517716	0.30460007544206047
0.3075684807633988	0.3031985413526031
0.30977908316466907	0.311140567859528
0.30860009521732495	0.3119970609141964
0.3004945530793341	0.30389930839733176
0.29658915550375664	0.3016412812532061
0.2934943121419783	0.3003954731736885
0.29275744467488823	0.2972809529748944
0.290325782033491	0.2910519125773062
0.2889994205927289	0.29245344666676354
0.2891467940861469	0.28996183050772834
0.2910626495005811	0.2970473639599848
0.2877467458986757	0.2841221051349894
0.2830307941092992	0.291674816617065
0.2912837097407081	0.29556796686555764
0.27757797485283264	0.28731448833875334
0.2836939748296803	0.2884824334133011
0.27956751701397586	0.2846671461697784
0.27551474594498043	0.2820976670057733
0.2837676615763893	0.2828762970554718
0.27116722788914893	0.27283196941436094
0.27566211943839847	0.2704182162602955
0.27978857725410283	0.2791388728169189
