WT-Tfh	WT-Th1
0.4318722477847677	0.5103465718135818
0.509387779438444	0.47005605298619374
0.39865130564747786	0.376044842388955
0.4318722477847677	0.4297655341588057
0.47616683730115417	0.456625880043731
0.35435671613109143	0.38947501533141765
0.4318722477847677	0.6043577824108205
0.4540195425429609	0.3357543235615669
0.2768411844774152	0.3088939776766416
0.47616683730115417	0.5506370906409698
0.4318722477847677	0.36261466944649234
0.38757765826838125	0.38947501533141765
0.4540195425429609	0.47005605298619374
0.4540195425429609	0.3491844965040296
0.42079860040567113	0.5640672635834325
0.4540195425429609	0.5237767447560444
0.4650931899220575	0.6177879553532832
0.4429458951638643	0.5774974365258951
0.38757765826838125	0.3491844965040296
0.564756016333927	0.416335361216343
0.4650931899220575	0.5909276094683579
0.5869033110921202	0.6446483012382085
0.509387779438444	0.6983689930080592
0.40972495302657447	0.36261466944649234
0.4650931899220575	0.36261466944649234
0.4540195425429609	0.456625880043731
0.4650931899220575	0.47005605298619374
0.4650931899220575	0.4297655341588057
0.37650401088928465	0.456625880043731
0.5758296637130236	0.40290518827388033
0.5536823689548304	0.4297655341588057
0.5204614268175405	0.4834862259286564
0.6201242532294101	0.4834862259286564
0.4429458951638643	0.456625880043731
0.4429458951638643	0.28203363179171625
0.6311979006085066	0.416335361216343
0.4318722477847677	0.38947501533141765
0.5758296637130236	0.5237767447560444
0.4983141320593474	0.5237767447560444
0.5426087215757337	0.4969163988711191
0.5536823689548304	0.5103465718135818
0.564756016333927	0.5640672635834325
0.6754924901248931	0.5372069176985071
0.4318722477847677	0.456625880043731
0.4429458951638643	0.5640672635834325
0.5204614268175405	0.4297655341588057
0.6311979006085066	0.5506370906409698
0.5536823689548304	0.456625880043731
0.6976397848830863	0.6983689930080592
0.5315350741966371	0.5237767447560444
0.6422715479876032	0.4297655341588057
0.564756016333927	0.4834862259286564
0.5204614268175405	0.47005605298619374
0.6201242532294101	0.47005605298619374
0.4650931899220575	0.47005605298619374
0.5758296637130236	0.5640672635834325
0.4540195425429609	0.47005605298619374
0.564756016333927	0.5774974365258951
0.5869033110921202	0.5640672635834325
0.6644188427457964	0.6312181282957459
0.5426087215757337	0.6177879553532832
0.4872404846802508	0.5103465718135818
0.509387779438444	0.4297655341588057
0.5758296637130236	0.5506370906409698
0.6644188427457964	0.5506370906409698
0.6311979006085066	0.6043577824108205
0.4540195425429609	0.6715086471231339
0.6311979006085066	0.5506370906409698
0.6201242532294101	0.5372069176985071
0.5426087215757337	0.4834862259286564
0.5758296637130236	0.5103465718135818
0.509387779438444	0.40290518827388033
0.5869033110921202	0.4969163988711191
0.6754924901248931	0.6312181282957459
0.6201242532294101	0.4834862259286564
0.5315350741966371	0.5774974365258951
0.4650931899220575	0.32232415061910424
0.4540195425429609	0.456625880043731
0.6644188427457964	0.6043577824108205
0.5426087215757337	0.5774974365258951
0.6644188427457964	0.6177879553532832
0.4872404846802508	0.5774974365258951
0.5979769584712168	0.6177879553532832
0.5204614268175405	0.5506370906409698
0.6533451953666998	0.5372069176985071
0.6533451953666998	0.5506370906409698
0.6644188427457964	0.456625880043731
0.6976397848830863	0.711799165950522
0.7087134322621829	0.711799165950522
0.4983141320593474	0.32232415061910424
0.5315350741966371	0.4834862259286564
0.42079860040567113	0.38947501533141765
0.8305235534322456	0.7655198577203726
0.9855546167395981	0.913251760087462
0.5979769584712168	0.5506370906409698
0.6533451953666998	0.40290518827388033
0.35435671613109143	0.2686034588492536
0.7640816691576658	0.8192405494902233
0.7751553165367625	0.913251760087462
0.47616683730115417	0.4297655341588057
0.3432830687519948	0.36261466944649234
0.4650931899220575	0.3491844965040296
